favorite_count,source,full_text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1977,Twitter for iPhone,"So let me get this straight: Curry &amp; Klay go scoreless in 1st, Curry has 2pts at half, the Cavs led by 30 and now it's only an 8-pt Half???",,False,Thu Jun 09 02:25:34 +0000 2016,1488,740731534714515456
24,Twitter for iPad,@Dave_MN I just know you're a new kind of ignorant.,Dave_MN,False,Wed Jul 27 00:36:44 +0000 2016,5,758098762208337920
827,Twitter for iPhone,This is exactly why I don't want to hear a damn word about the steel curtain. Did y'all just see @steelers Mitchell get run over. #Disgusted,,False,Mon Dec 26 00:18:43 +0000 2016,257,813177184798015488
3165,Twitter for iPhone,"Tom Brady was ARROGANT, UPPITY, SELFISH and in the end he brought this on himself.",,False,Wed Jul 13 17:19:42 +0000 2016,1533,753277737599639553
115,Hootsuite,The biggest reason Rex Ryan should be on the hot seat..https://t.co/ardyCBLUAK,,False,Wed Jun 01 23:01:17 +0000 2016,42,738143407915180035
1224,Twitter for iPhone,"Yes. Don't faint. That was indeed ME, apologizing to @carmeloanthony. I was WRONG to speak out so vehemently w/o calling him FIRST. Period!",,False,Mon Aug 15 14:41:52 +0000 2016,456,765196816241528833
389,Hootsuite,What Sam Bradford is saying is irrelevant. https://t.co/l5ncXEgs6c,,False,Wed May 04 16:59:53 +0000 2016,193,727905601611804673
18,Twitter Web Client,@_TypeWavvy @Max_Kellerman Damn Bro. I'm hurt :-),_TypeWavvy,False,Mon Jul 25 15:28:22 +0000 2016,6,757598373897703424
402,Twitter for iPhone,This ain't about the @Colts. You've got to see this to believe how bad @nyjets are playing. I'm totally shocked. Even for the @nyjets.,,False,Tue Dec 06 02:01:04 +0000 2016,139,805955183301840896
8,Twitter for iPhone,@mattyonthebeach Haaaaa. You're funny,mattyonthebeach,False,Mon May 30 15:58:07 +0000 2016,3,737312138302132224
672,Twitter for iPhone,Whoa! Wait a minute now. Spoke too soon! Baez just smacks solo shot off Cueto over left-field fence. Cubs up 1-0. Lester should finish this!,,False,Sat Oct 08 03:30:11 +0000 2016,183,784596726854410241
6,Twitter Web Client,"@Btown2Jax @FirstTake Houston should be favorites. Don't trust Indy's D. Not sleeping on Jacksonville. More I think about them,...look out.",adobowathen,False,Sun Aug 14 19:04:36 +0000 2016,4,764900548554420224
353,Hootsuite,Who shot JR? #NBAFinals https://t.co/Vx3JDCMoVT,,False,Sun Jun 05 17:00:16 +0000 2016,147,739502108098088960
0,Twitter for iPhone,@toshafavored Thank You so much. We'll get it together,toshafavored,False,Thu Aug 18 18:59:01 +0000 2016,0,766348695180902402
23,Twitter Web Client,"@sjcchoops If you're too idiotic to see what I'm talking about, I'm not wasting effort explaining.",sjcchoops,False,Thu Apr 21 15:15:05 +0000 2016,13,723168185554333697
256,Twitter for iPhone,Ryan Kerrigan came to play today. Another sack on Wentz. @Redskins all over @Eagles right now. Pocket collapsing. Nowhere for Wentz to go.,,False,Sun Oct 16 17:47:53 +0000 2016,157,787711675541618688
951,Twitter for iPhone,You don't quit. Especially when you're a champion. Amazing how someone's ego can ultimately work against them and make them crumble.,,False,Sun Nov 27 06:44:45 +0000 2016,431,802765085802459136
506,Twitter Web Client,Big Ben &amp; @AntonioBrown84 might be the best QB-WR duo ever! https://t.co/7P0MSPtGnY,,False,Tue Sep 13 19:18:23 +0000 2016,278,775775651244695552
455,Twitter for iPad,"Stop being an idiot, @AtTheSportsBar. I never said athletes shouldn't be paid. I said they're stupid for jeopardizing their money 4 WEEEED!",AtTheSportsBar,False,Fri Aug 12 17:42:12 +0000 2016,218,764155035697766400
80,Twitter for iPhone,ICYMI: Here's my interview with @steelers RB @DeAngeloRB. https://t.co/n9juSykLfI,,False,Wed Apr 06 18:47:00 +0000 2016,29,717785694421270528
210,Twitter Web Client,I think it's time to get a little concerned about @CoachTomlin. https://t.co/D1VUMmoJlO,,False,Tue Nov 15 19:35:09 +0000 2016,63,798610306029142016
241,Periscope,LIVE on #Periscope https://t.co/CxIGD1AKCN,,False,Tue Aug 23 15:41:48 +0000 2016,73,768111000964988928
2,Twitter for iPhone,@goose5570 @FirstTake I disagree. We're only going to get better. Remember: we've never worked together before,goose5570,False,Mon Aug 08 23:07:12 +0000 2016,0,762787272806764544
1383,Twitter for iPhone,Attention Everyone. Today marks the very first day of @FirstTake that I'm doing the show WITHOUT @RealSkipBayless. Here's the deal:,,False,Thu Jun 23 13:46:10 +0000 2016,478,745976243032580096
100,iOS,"Girl, you have no idea how much I'm aching to do this @karenhunter. I can't wait. I hope your audience is ready… https://t.co/lMS0autrER",,False,Mon Mar 07 19:33:03 +0000 2016,22,706925648799903744
363,Periscope,LIVE on #Periscope https://t.co/Kj0IR448AD,,False,Thu Sep 08 17:02:23 +0000 2016,85,773929489252380673
4,Twitter Web Client,@Thatbaseballfan Amen.,Thatbaseballfan,False,Thu Jan 14 16:53:55 +0000 2016,1,687679043509055488
3,Twitter for iPhone,@SamaDaMana @Oprah @OWNTV Nope. She use to be in All My Children,SamaDaMana,False,Sun Jan 24 00:05:58 +0000 2016,0,691049265301450752
25,Twitter for iPhone,@LadiesLoveBP You have Cutler. Don't want to hear it!,LadiesLoveBP,False,Sun Sep 11 17:58:45 +0000 2016,10,775030836924035073
8,Twitter for iPhone,@OfficialBryceM know what you're talking about. I love the kid. He's been sensational.,OfficialBryceM,False,Wed Jan 13 23:33:52 +0000 2016,0,687417306306211841
321,Hootsuite,The @HoustonRockets are just a bunch of individuals. https://t.co/J4ukSjEDGI,,False,Tue Apr 19 22:05:11 +0000 2016,193,722546611533017088
5970,Twitter for iPhone,"I love Sherman, but that was a flagrant pass interference vs Julio Jones and it wasn't called. Bad miss by officials. No ??? about it!!!",,False,Sun Oct 16 23:41:00 +0000 2016,4584,787800539992059908
1081,Twitter for iPhone,Things that truly harm our community is not being spoken about. It's not being recognized. But I'll elaborate more on my Facebook page later,,False,Wed Jul 13 03:11:42 +0000 2016,298,753064331714056192
21,Twitter for iPhone,@letsgetit423 A touch!,letsgetit423,False,Sun Jan 24 21:15:28 +0000 2016,2,691368745902739456
1004,Twitter for iPhone,This officiating is an out--and-out disaster @TeamPurposeBD. Utterly ridiculous.,DaPitBully,False,Tue Apr 05 02:49:32 +0000 2016,1011,717182355765485568
92,Twitter for iPhone,"Tune into the Stephen A. Smith Show, SiriusXM @MadDogRadio channel 82. Call, too:888.Maddog6. That's 888.623.3646. I'm here. #Don'tYouHide!!",,False,Mon Feb 29 17:16:40 +0000 2016,27,704354611923017731
